Time (UTC), Channel3
05/22/21 15:19:10, 
05/22/21 15:19:15, 
05/22/21 15:19:35, 
05/22/21 15:19:40, 114.5
05/22/21 15:19:45, 114.5
05/22/21 15:20:10, 
05/22/21 15:20:15, 
05/22/21 15:20:35, 
05/22/21 15:20:40, 115.1
05/22/21 15:20:45, 115.1
05/22/21 15:21:10, 
05/22/21 15:21:15, 
05/22/21 15:21:35, 
05/22/21 15:21:40, 115.8
05/22/21 15:21:45, 115.8
05/22/21 15:22:10, 
05/22/21 15:22:15, 
05/22/21 15:22:35, 
05/22/21 15:22:40, 116.4
05/22/21 15:22:45, 116.4
05/22/21 15:23:10, 
05/22/21 15:23:15, 
05/22/21 15:23:35, 
05/22/21 15:23:40, 117.0
05/22/21 15:23:45, 117.0
05/22/21 15:24:10, 
05/22/21 15:24:15, 
05/22/21 15:24:35, 
05/22/21 15:24:40, 117.7
05/22/21 15:24:45, 117.7
05/22/21 15:25:10, 
05/22/21 15:25:15, 
05/22/21 15:25:35, 
05/22/21 15:25:40, 118.2
05/22/21 15:25:45, 118.2
05/22/21 15:26:10, 
05/22/21 15:26:15, 
05/22/21 15:26:35, 
05/22/21 15:26:40, 118.8
05/22/21 15:26:45, 118.8
05/22/21 15:27:10, 
05/22/21 15:27:15, 
05/22/21 15:27:35, 
05/22/21 15:27:40, 119.4
05/22/21 15:27:45, 119.4
05/22/21 15:28:10, 
05/22/21 15:28:15, 
05/22/21 15:28:35, 
05/22/21 15:28:40, 120.0
05/22/21 15:28:45, 120.0
05/22/21 15:29:10, 
05/22/21 15:29:15, 
05/22/21 15:29:35, 
05/22/21 15:29:40, 120.5
05/22/21 15:29:45, 120.5
05/22/21 15:30:10, 
05/22/21 15:30:15, 
05/22/21 15:30:35, 
05/22/21 15:30:40, 121.1
05/22/21 15:30:45, 121.1
05/22/21 15:31:10, 
05/22/21 15:31:15, 
05/22/21 15:31:35, 
05/22/21 15:31:40, 121.7
05/22/21 15:31:45, 121.7
05/22/21 15:32:10, 
05/22/21 15:32:15, 
05/22/21 15:32:35, 
05/22/21 15:32:40, 122.2
05/22/21 15:32:45, 122.2
05/22/21 15:33:10, 
05/22/21 15:33:15, 
05/22/21 15:33:35, 
05/22/21 15:33:40, 122.7
05/22/21 15:33:45, 122.7
05/22/21 15:34:10, 
05/22/21 15:34:15, 
05/22/21 15:34:35, 
05/22/21 15:34:40, 123.3
05/22/21 15:34:45, 123.3
05/22/21 15:35:10, 
05/22/21 15:35:15, 
05/22/21 15:35:35, 
05/22/21 15:35:40, 123.8
05/22/21 15:35:45, 123.8
05/22/21 15:36:10, 
05/22/21 15:36:15, 
05/22/21 15:36:35, 
05/22/21 15:36:40, 124.3
05/22/21 15:36:45, 124.3
05/22/21 15:37:10, 
05/22/21 15:37:15, 
05/22/21 15:37:35, 
05/22/21 15:37:40, 124.8
05/22/21 15:37:45, 124.8
05/22/21 15:38:10, 
05/22/21 15:38:15, 
05/22/21 15:38:35, 
05/22/21 15:38:40, 125.3
05/22/21 15:38:45, 125.3
05/22/21 15:39:10, 
05/22/21 15:39:15, 
05/22/21 15:39:35, 
05/22/21 15:39:40, 125.8
05/22/21 15:39:45, 125.8
05/22/21 15:40:10, 
05/22/21 15:40:15, 
05/22/21 15:40:35, 
05/22/21 15:40:40, 126.3
05/22/21 15:40:45, 126.3
05/22/21 15:41:10, 
05/22/21 15:41:15, 
05/22/21 15:41:35, 
05/22/21 15:41:40, 126.7
05/22/21 15:41:45, 126.7
05/22/21 15:42:10, 
05/22/21 15:42:15, 
05/22/21 15:42:35, 
05/22/21 15:42:40, 127.2
05/22/21 15:42:45, 127.2
05/22/21 15:43:10, 
05/22/21 15:43:15, 
05/22/21 15:43:35, 
05/22/21 15:43:40, 127.7
05/22/21 15:43:45, 127.7
05/22/21 15:44:10, 
05/22/21 15:44:15, 
05/22/21 15:44:35, 
05/22/21 15:44:40, 128.2
05/22/21 15:44:45, 128.2
05/22/21 15:45:10, 
05/22/21 15:45:15, 
05/22/21 15:45:35, 
05/22/21 15:45:40, 128.6
05/22/21 15:45:45, 128.6
05/22/21 15:46:10, 
05/22/21 15:46:15, 
05/22/21 15:46:35, 
05/22/21 15:46:40, 129.1
05/22/21 15:46:45, 129.1
05/22/21 15:47:10, 
05/22/21 15:47:15, 
05/22/21 15:47:35, 
05/22/21 15:47:40, 129.5
05/22/21 15:47:45, 129.5
05/22/21 15:48:10, 
05/22/21 15:48:15, 
05/22/21 15:48:35, 
05/22/21 15:48:40, 130.0
05/22/21 15:48:45, 130.0
05/22/21 15:49:10, 
05/22/21 15:49:15, 
05/22/21 15:49:35, 
05/22/21 15:49:40, 130.4
05/22/21 15:49:45, 130.4
05/22/21 15:50:10, 
05/22/21 15:50:15, 
05/22/21 15:50:35, 
05/22/21 15:50:40, 130.8
05/22/21 15:50:45, 130.8
05/22/21 15:51:10, 
05/22/21 15:51:15, 
05/22/21 15:51:35, 
05/22/21 15:51:40, 131.2
05/22/21 15:51:45, 131.2
05/22/21 15:52:10, 
05/22/21 15:52:15, 
05/22/21 15:52:35, 
05/22/21 15:52:40, 131.7
05/22/21 15:52:45, 131.7
05/22/21 15:53:10, 
05/22/21 15:53:15, 
05/22/21 15:53:35, 
05/22/21 15:53:40, 132.1
05/22/21 15:53:45, 132.1
05/22/21 15:54:10, 
05/22/21 15:54:15, 
05/22/21 15:54:35, 
05/22/21 15:54:40, 132.5
05/22/21 15:54:45, 132.5
05/22/21 15:55:10, 
05/22/21 15:55:15, 
05/22/21 15:55:35, 
05/22/21 15:55:40, 132.9
05/22/21 15:55:45, 132.9
05/22/21 15:56:10, 
05/22/21 15:56:15, 
05/22/21 15:56:35, 
05/22/21 15:56:40, 133.3
05/22/21 15:56:45, 133.3
05/22/21 15:57:10, 
05/22/21 15:57:15, 
05/22/21 15:57:35, 
05/22/21 15:57:40, 133.7
05/22/21 15:57:45, 133.7
05/22/21 15:58:10, 
05/22/21 15:58:15, 
05/22/21 15:58:35, 
05/22/21 15:58:40, 134.1
05/22/21 15:58:45, 134.1
05/22/21 15:59:10, 
05/22/21 15:59:15, 
05/22/21 15:59:35, 
05/22/21 15:59:40, 134.5
05/22/21 15:59:45, 134.5
05/22/21 16:00:10, 
05/22/21 16:00:15, 
05/22/21 16:00:35, 
05/22/21 16:00:40, 134.9
05/22/21 16:00:45, 134.9
05/22/21 16:01:10, 
05/22/21 16:01:15, 
05/22/21 16:01:35, 
05/22/21 16:01:40, 135.2
05/22/21 16:01:45, 135.2
05/22/21 16:02:10, 
05/22/21 16:02:15, 
05/22/21 16:02:35, 
05/22/21 16:02:40, 135.6
05/22/21 16:02:45, 135.6
05/22/21 16:03:10, 
05/22/21 16:03:15, 
05/22/21 16:03:35, 
05/22/21 16:03:40, 136.0
05/22/21 16:03:45, 136.0
05/22/21 16:04:10, 
05/22/21 16:04:15, 
05/22/21 16:04:35, 
05/22/21 16:04:40, 136.3
05/22/21 16:04:45, 136.3
05/22/21 16:05:10, 
05/22/21 16:05:15, 
05/22/21 16:05:35, 
05/22/21 16:05:40, 136.7
05/22/21 16:05:45, 136.7
05/22/21 16:06:10, 
05/22/21 16:06:15, 
05/22/21 16:06:35, 
05/22/21 16:06:40, 137.0
05/22/21 16:06:45, 137.0
05/22/21 16:07:10, 
05/22/21 16:07:15, 
05/22/21 16:07:35, 
05/22/21 16:07:40, 137.4
05/22/21 16:07:45, 137.4
05/22/21 16:08:10, 
05/22/21 16:08:15, 
05/22/21 16:08:35, 
05/22/21 16:08:40, 137.7
05/22/21 16:08:45, 137.7
05/22/21 16:09:10, 
05/22/21 16:09:15, 
05/22/21 16:09:35, 
05/22/21 16:09:40, 138.0
05/22/21 16:09:45, 138.0
05/22/21 16:10:10, 
05/22/21 16:10:15, 
05/22/21 16:10:35, 
05/22/21 16:10:40, 138.4
05/22/21 16:10:45, 138.4
05/22/21 16:11:10, 
05/22/21 16:11:15, 
05/22/21 16:11:35, 
05/22/21 16:11:40, 138.7
05/22/21 16:11:45, 138.7
05/22/21 16:12:10, 
05/22/21 16:12:15, 
05/22/21 16:12:35, 
05/22/21 16:12:40, 139.0
05/22/21 16:12:45, 139.0
05/22/21 16:13:10, 
05/22/21 16:13:15, 
05/22/21 16:13:35, 
05/22/21 16:13:40, 139.4
05/22/21 16:13:45, 139.4
05/22/21 16:14:10, 
05/22/21 16:14:15, 
05/22/21 16:14:35, 
05/22/21 16:14:40, 139.7
05/22/21 16:14:45, 139.7
05/22/21 16:15:10, 
05/22/21 16:15:15, 
05/22/21 16:15:35, 
05/22/21 16:15:40, 140.0
05/22/21 16:15:45, 140.0
05/22/21 16:16:10, 
05/22/21 16:16:15, 
05/22/21 16:16:35, 
05/22/21 16:16:40, 140.3
05/22/21 16:16:45, 140.3
05/22/21 16:17:10, 
05/22/21 16:17:15, 
05/22/21 16:17:35, 
05/22/21 16:17:40, 140.6
05/22/21 16:17:45, 140.6
05/22/21 16:18:10, 
05/22/21 16:18:15, 
05/22/21 16:18:35, 
05/22/21 16:18:40, 140.9
05/22/21 16:18:45, 140.9
05/22/21 16:19:10, 
05/22/21 16:19:15, 
05/22/21 16:19:35, 
05/22/21 16:19:40, 141.2
05/22/21 16:19:45, 141.2
05/22/21 16:20:10, 
05/22/21 16:20:15, 
05/22/21 16:20:35, 
05/22/21 16:20:40, 141.5
05/22/21 16:20:45, 141.5
05/22/21 16:21:10, 
05/22/21 16:21:15, 
05/22/21 16:21:35, 
05/22/21 16:21:40, 141.8
05/22/21 16:21:45, 141.8
05/22/21 16:22:10, 
05/22/21 16:22:15, 
05/22/21 16:22:35, 
05/22/21 16:22:40, 142.1
05/22/21 16:22:45, 142.1
05/22/21 16:23:10, 
05/22/21 16:23:15, 
05/22/21 16:23:35, 
05/22/21 16:23:40, 142.3
05/22/21 16:23:45, 142.3
05/22/21 16:24:10, 
05/22/21 16:24:15, 
05/22/21 16:24:35, 
05/22/21 16:24:40, 142.6
05/22/21 16:24:45, 142.6
05/22/21 16:25:10, 
05/22/21 16:25:15, 
05/22/21 16:25:35, 
05/22/21 16:25:40, 142.8
05/22/21 16:25:45, 142.8
05/22/21 16:26:10, 
05/22/21 16:26:15, 
05/22/21 16:26:35, 
05/22/21 16:26:40, 143.1
05/22/21 16:26:45, 143.1
05/22/21 16:27:10, 
05/22/21 16:27:15, 
05/22/21 16:27:35, 
05/22/21 16:27:40, 143.3
05/22/21 16:27:45, 143.3
05/22/21 16:28:10, 
05/22/21 16:28:15, 
05/22/21 16:28:35, 
05/22/21 16:28:40, 143.6
05/22/21 16:28:45, 143.6
05/22/21 16:29:10, 
05/22/21 16:29:15, 
05/22/21 16:29:35, 
05/22/21 16:29:40, 143.8
05/22/21 16:29:45, 143.8
05/22/21 16:30:10, 
05/22/21 16:30:15, 
05/22/21 16:30:35, 
05/22/21 16:30:40, 144.0
05/22/21 16:30:45, 144.0
05/22/21 16:31:10, 
05/22/21 16:31:15, 
05/22/21 16:31:35, 
05/22/21 16:31:40, 144.3
05/22/21 16:31:45, 144.3
05/22/21 16:32:10, 
05/22/21 16:32:15, 
05/22/21 16:32:35, 
05/22/21 16:32:40, 144.5
05/22/21 16:32:45, 144.5
05/22/21 16:33:10, 
05/22/21 16:33:15, 
05/22/21 16:33:35, 
05/22/21 16:33:40, 144.7
05/22/21 16:33:45, 144.7
05/22/21 16:34:10, 
05/22/21 16:34:15, 
05/22/21 16:34:35, 
05/22/21 16:34:40, 145.0
05/22/21 16:34:45, 145.0
05/22/21 16:35:10, 
05/22/21 16:35:15, 
05/22/21 16:35:35, 
05/22/21 16:35:40, 145.2
05/22/21 16:35:45, 145.2
05/22/21 16:36:10, 
05/22/21 16:36:15, 
05/22/21 16:36:35, 
05/22/21 16:36:40, 145.4
05/22/21 16:36:45, 145.4
05/22/21 16:37:10, 
05/22/21 16:37:15, 
05/22/21 16:37:35, 
05/22/21 16:37:40, 145.6
05/22/21 16:37:45, 145.6
05/22/21 16:38:10, 
05/22/21 16:38:15, 
05/22/21 16:38:35, 
05/22/21 16:38:40, 145.8
05/22/21 16:38:45, 145.8
05/22/21 16:39:10, 
05/22/21 16:39:15, 
05/22/21 16:39:35, 
05/22/21 16:39:40, 146.0
05/22/21 16:39:45, 146.0
05/22/21 16:40:10, 
05/22/21 16:40:15, 
05/22/21 16:40:35, 
05/22/21 16:40:40, 146.2
05/22/21 16:40:45, 146.2
05/22/21 16:41:10, 
05/22/21 16:41:15, 
05/22/21 16:41:35, 
05/22/21 16:41:40, 146.4
05/22/21 16:41:45, 146.4
05/22/21 16:42:10, 
05/22/21 16:42:15, 
05/22/21 16:42:35, 
05/22/21 16:42:40, 146.6
05/22/21 16:42:45, 146.6
05/22/21 16:43:10, 
05/22/21 16:43:15, 
05/22/21 16:43:35, 
05/22/21 16:43:40, 146.8
05/22/21 16:43:45, 146.8
05/22/21 16:44:10, 
05/22/21 16:44:15, 
05/22/21 16:44:35, 
05/22/21 16:44:40, 147.0
05/22/21 16:44:45, 147.0
05/22/21 16:45:10, 
05/22/21 16:45:15, 
05/22/21 16:45:35, 
05/22/21 16:45:40, 147.2
05/22/21 16:45:45, 147.2
05/22/21 16:46:10, 
05/22/21 16:46:15, 
05/22/21 16:46:35, 
05/22/21 16:46:40, 147.4
05/22/21 16:46:45, 147.4
05/22/21 16:47:10, 
05/22/21 16:47:15, 
05/22/21 16:47:35, 
05/22/21 16:47:40, 147.5
05/22/21 16:47:45, 147.5
05/22/21 16:48:10, 
05/22/21 16:48:15, 
05/22/21 16:48:35, 
05/22/21 16:48:40, 147.7
05/22/21 16:48:45, 147.7
05/22/21 16:49:10, 
05/22/21 16:49:15, 
05/22/21 16:49:35, 
05/22/21 16:49:40, 147.9
05/22/21 16:49:45, 147.9
05/22/21 16:50:10, 
05/22/21 16:50:15, 
05/22/21 16:50:35, 
05/22/21 16:50:40, 148.0
05/22/21 16:50:45, 148.0
05/22/21 16:51:10, 
05/22/21 16:51:15, 
05/22/21 16:51:35, 
05/22/21 16:51:40, 148.2
05/22/21 16:51:45, 148.2
05/22/21 16:52:10, 
05/22/21 16:52:15, 
05/22/21 16:52:35, 
05/22/21 16:52:40, 148.4
05/22/21 16:52:45, 148.4
05/22/21 16:53:10, 
05/22/21 16:53:15, 
05/22/21 16:53:35, 
05/22/21 16:53:40, 148.5
05/22/21 16:53:45, 148.5
05/22/21 16:54:10, 
05/22/21 16:54:15, 
05/22/21 16:54:35, 
05/22/21 16:54:40, 148.7
05/22/21 16:54:45, 148.7
05/22/21 16:55:10, 
05/22/21 16:55:15, 
05/22/21 16:55:35, 
05/22/21 16:55:40, 148.8
05/22/21 16:55:45, 148.8
05/22/21 16:56:10, 
05/22/21 16:56:15, 
05/22/21 16:56:35, 
05/22/21 16:56:40, 149.0
05/22/21 16:56:45, 149.0
05/22/21 16:57:10, 
05/22/21 16:57:15, 
05/22/21 16:57:35, 
05/22/21 16:57:40, 149.1
05/22/21 16:57:45, 149.1
05/22/21 16:58:10, 
05/22/21 16:58:15, 
05/22/21 16:58:35, 
05/22/21 16:58:40, 149.3
05/22/21 16:58:45, 149.3
05/22/21 16:59:10, 
05/22/21 16:59:15, 
05/22/21 16:59:35, 
05/22/21 16:59:40, 149.4
05/22/21 16:59:45, 149.4
05/22/21 17:00:10, 
05/22/21 17:00:15, 
05/22/21 17:00:35, 
05/22/21 17:00:40, 149.5
05/22/21 17:00:45, 149.5
05/22/21 17:01:10, 
05/22/21 17:01:15, 
05/22/21 17:01:35, 
05/22/21 17:01:40, 149.6
05/22/21 17:01:45, 149.6
05/22/21 17:02:10, 
05/22/21 17:02:15, 
05/22/21 17:02:35, 
05/22/21 17:02:40, 149.8
05/22/21 17:02:45, 149.8
05/22/21 17:03:10, 
05/22/21 17:03:15, 
05/22/21 17:03:35, 
05/22/21 17:03:40, 149.9
05/22/21 17:03:45, 149.9
05/22/21 17:04:10, 
05/22/21 17:04:15, 
05/22/21 17:04:35, 
05/22/21 17:04:40, 150.0
05/22/21 17:04:45, 150.0
05/22/21 17:05:10, 
05/22/21 17:05:15, 
05/22/21 17:05:35, 
05/22/21 17:05:40, 150.1
05/22/21 17:05:45, 150.1
05/22/21 17:06:10, 
05/22/21 17:06:15, 
05/22/21 17:06:35, 
05/22/21 17:06:40, 150.2
05/22/21 17:06:45, 150.2
05/22/21 17:07:10, 
05/22/21 17:07:15, 
05/22/21 17:07:35, 
05/22/21 17:07:40, 150.3
05/22/21 17:07:45, 150.3
05/22/21 17:08:10, 
05/22/21 17:08:15, 
05/22/21 17:08:35, 
05/22/21 17:08:40, 150.4
05/22/21 17:08:45, 150.4
05/22/21 17:09:10, 
05/22/21 17:09:15, 
05/22/21 17:09:35, 
05/22/21 17:09:40, 150.5
05/22/21 17:09:45, 150.5
05/22/21 17:10:10, 
05/22/21 17:10:15, 
05/22/21 17:10:35, 
05/22/21 17:10:40, 150.7
05/22/21 17:10:45, 150.7
05/22/21 17:11:10, 
05/22/21 17:11:15, 
05/22/21 17:11:35, 
05/22/21 17:11:40, 150.7
05/22/21 17:11:45, 150.7
05/22/21 17:12:10, 
05/22/21 17:12:15, 
05/22/21 17:12:35, 
05/22/21 17:12:40, 150.8
05/22/21 17:12:45, 150.8
05/22/21 17:13:10, 
05/22/21 17:13:15, 
05/22/21 17:13:35, 
05/22/21 17:13:40, 150.9
05/22/21 17:13:45, 150.9
05/22/21 17:14:10, 
05/22/21 17:14:15, 
05/22/21 17:14:35, 
05/22/21 17:14:40, 151.0
05/22/21 17:14:45, 151.0
05/22/21 17:15:10, 
05/22/21 17:15:15, 
05/22/21 17:15:35, 
05/22/21 17:15:40, 151.1
05/22/21 17:15:45, 151.1
05/22/21 17:16:10, 
05/22/21 17:16:15, 
05/22/21 17:16:35, 
05/22/21 17:16:40, 151.2
05/22/21 17:16:45, 151.2
05/22/21 17:17:10, 
05/22/21 17:17:15, 
05/22/21 17:17:35, 
05/22/21 17:17:40, 151.3
05/22/21 17:17:45, 151.3
05/22/21 17:18:10, 
05/22/21 17:18:15, 
05/22/21 17:18:35, 
05/22/21 17:18:40, 151.3
05/22/21 17:18:45, 151.3
05/22/21 17:19:10, 
05/22/21 17:19:15, 
05/22/21 17:19:35, 
05/22/21 17:19:40, 151.4
05/22/21 17:19:45, 151.4
05/22/21 17:20:10, 
05/22/21 17:20:15, 
05/22/21 17:20:35, 
05/22/21 17:20:40, 151.5
05/22/21 17:20:45, 151.5
05/22/21 17:21:10, 
05/22/21 17:21:15, 
05/22/21 17:21:35, 
05/22/21 17:21:40, 151.5
05/22/21 17:21:45, 151.5
05/22/21 17:22:10, 
05/22/21 17:22:15, 
05/22/21 17:22:35, 
05/22/21 17:22:40, 151.6
05/22/21 17:22:45, 151.6
05/22/21 17:23:10, 
